Dates,Blocked,
29-05-1984 to 02-06-1984,1,
30-05-1984 to 03-06-1984,1,
31-05-1984 to 04-06-1984,1,
27-08-1984 to 31-08-1984,0,
28-08-1984 to 01-09-1984,0,
29-08-1984 to 02-09-1984,0,
30-08-1984 to 03-09-1984,0,
31-08-1984 to 04-09-1984,0,
28-05-1985 to 01-06-1985,0,
29-05-1985 to 02-06-1985,0,
30-05-1985 to 03-06-1985,0,
31-05-1985 to 04-06-1985,0,
27-08-1985 to 31-08-1985,0,
28-08-1985 to 01-09-1985,0,
29-08-1985 to 02-09-1985,0,
30-08-1985 to 03-09-1985,0,
31-08-1985 to 04-09-1985,0,
28-05-1986 to 01-06-1986,0,
29-05-1986 to 02-06-1986,0,
30-05-1986 to 03-06-1986,0,
31-05-1986 to 04-06-1986,0,
27-08-1986 to 31-08-1986,0,
28-08-1986 to 01-09-1986,0,
29-08-1986 to 02-09-1986,0,
30-08-1986 to 03-09-1986,0,
31-08-1986 to 04-09-1986,0,
28-05-1987 to 01-06-1987,0,
29-05-1987 to 02-06-1987,0,
30-05-1987 to 03-06-1987,0,
31-05-1987 to 04-06-1987,0,
27-08-1987 to 31-08-1987,0,
28-08-1987 to 01-09-1987,0,
29-08-1987 to 02-09-1987,0,
30-08-1987 to 03-09-1987,0,
31-08-1987 to 04-09-1987,0,
28-05-1988 to 01-06-1988,0,
29-05-1988 to 02-06-1988,0,
30-05-1988 to 03-06-1988,0,
31-05-1988 to 04-06-1988,0,
27-08-1988 to 31-08-1988,0,
28-08-1988 to 01-09-1988,0,
29-08-1988 to 02-09-1988,0,
30-08-1988 to 03-09-1988,0,
31-08-1988 to 04-09-1988,0,
28-05-1989 to 01-06-1989,0,
29-05-1989 to 02-06-1989,0,
30-05-1989 to 03-06-1989,0,
31-05-1989 to 04-06-1989,0,
27-08-1989 to 31-08-1989,0,
28-08-1989 to 01-09-1989,0,
29-08-1989 to 02-09-1989,0,
30-08-1989 to 03-09-1989,0,
31-08-1989 to 04-09-1989,0,
28-05-1990 to 01-06-1990,0,
29-05-1990 to 02-06-1990,0,
30-05-1990 to 03-06-1990,0,
31-05-1990 to 04-06-1990,0,
27-08-1990 to 31-08-1990,0,
28-08-1990 to 01-09-1990,0,
29-08-1990 to 02-09-1990,0,
30-08-1990 to 03-09-1990,0,
31-08-1990 to 04-09-1990,0,
28-05-1991 to 01-06-1991,0,
29-05-1991 to 02-06-1991,0,
30-05-1991 to 03-06-1991,0,
31-05-1991 to 04-06-1991,0,
27-08-1991 to 31-08-1991,1,
28-08-1991 to 01-09-1991,1,
29-08-1991 to 02-09-1991,1,
30-08-1991 to 03-09-1991,1,
31-08-1991 to 04-09-1991,1,
28-05-1992 to 01-06-1992,1,
29-05-1992 to 02-06-1992,1,
30-05-1992 to 03-06-1992,1,
31-05-1992 to 04-06-1992,1,
27-08-1992 to 31-08-1992,0,
28-08-1992 to 01-09-1992,0,
29-08-1992 to 02-09-1992,0,
30-08-1992 to 03-09-1992,0,
31-08-1992 to 04-09-1992,0,
28-05-1993 to 01-06-1993,0,
29-05-1993 to 02-06-1993,0,
30-05-1993 to 03-06-1993,0,
31-05-1993 to 04-06-1993,0,
27-08-1993 to 31-08-1993,0,
28-08-1993 to 01-09-1993,0,
29-08-1993 to 02-09-1993,0,
30-08-1993 to 03-09-1993,0,
31-08-1993 to 04-09-1993,0,
28-05-1994 to 01-06-1994,0,
29-05-1994 to 02-06-1994,0,
30-05-1994 to 03-06-1994,0,
31-05-1994 to 04-06-1994,0,
27-08-1994 to 31-08-1994,0,
28-08-1994 to 01-09-1994,0,
29-08-1994 to 02-09-1994,0,
30-08-1994 to 03-09-1994,0,
31-08-1994 to 04-09-1994,0,
28-05-1995 to 01-06-1995,1,
29-05-1995 to 02-06-1995,1,
30-05-1995 to 03-06-1995,1,
31-05-1995 to 04-06-1995,1,
27-08-1995 to 31-08-1995,0,
28-08-1995 to 01-09-1995,0,
29-08-1995 to 02-09-1995,0,
30-08-1995 to 03-09-1995,0,
31-08-1995 to 04-09-1995,1,
28-05-1996 to 01-06-1996,0,
29-05-1996 to 02-06-1996,0,
30-05-1996 to 03-06-1996,0,
31-05-1996 to 04-06-1996,0,
27-08-1996 to 31-08-1996,1,
28-08-1996 to 01-09-1996,0,
29-08-1996 to 02-09-1996,0,
30-08-1996 to 03-09-1996,0,
31-08-1996 to 04-09-1996,0,
28-05-1997 to 01-06-1997,1,
29-05-1997 to 02-06-1997,1,
30-05-1997 to 03-06-1997,0,
31-05-1997 to 04-06-1997,0,
27-08-1997 to 31-08-1997,0,
28-08-1997 to 01-09-1997,1,
29-08-1997 to 02-09-1997,1,
30-08-1997 to 03-09-1997,1,
31-08-1997 to 04-09-1997,0,
28-05-1998 to 01-06-1998,0,
29-05-1998 to 02-06-1998,0,
30-05-1998 to 03-06-1998,0,
31-05-1998 to 04-06-1998,0,
27-08-1998 to 31-08-1998,0,
28-08-1998 to 01-09-1998,1,
29-08-1998 to 02-09-1998,1,
30-08-1998 to 03-09-1998,1,
31-08-1998 to 04-09-1998,0,
28-05-1999 to 01-06-1999,0,
29-05-1999 to 02-06-1999,0,
30-05-1999 to 03-06-1999,0,
31-05-1999 to 04-06-1999,0,
27-08-1999 to 31-08-1999,0,
28-08-1999 to 01-09-1999,0,
29-08-1999 to 02-09-1999,0,
30-08-1999 to 03-09-1999,0,
31-08-1999 to 04-09-1999,0,
28-05-2000 to 01-06-2000,0,
29-05-2000 to 02-06-2000,0,
30-05-2000 to 03-06-2000,0,
31-05-2000 to 04-06-2000,0,
27-08-2000 to 31-08-2000,0,
28-08-2000 to 01-09-2000,0,
29-08-2000 to 02-09-2000,0,
30-08-2000 to 03-09-2000,0,
31-08-2000 to 04-09-2000,0,
28-05-2001 to 01-06-2001,0,
29-05-2001 to 02-06-2001,0,
30-05-2001 to 03-06-2001,0,
31-05-2001 to 04-06-2001,0,
27-08-2001 to 31-08-2001,0,
28-08-2001 to 01-09-2001,0,
29-08-2001 to 02-09-2001,0,
30-08-2001 to 03-09-2001,0,
31-08-2001 to 04-09-2001,0,
28-05-2002 to 01-06-2002,0,
29-05-2002 to 02-06-2002,0,
30-05-2002 to 03-06-2002,0,
31-05-2002 to 04-06-2002,0,
27-08-2002 to 31-08-2002,0,
28-08-2002 to 01-09-2002,0,
29-08-2002 to 02-09-2002,0,
30-08-2002 to 03-09-2002,0,
31-08-2002 to 04-09-2002,0,
28-05-2003 to 01-06-2003,0,
29-05-2003 to 02-06-2003,0,
30-05-2003 to 03-06-2003,0,
31-05-2003 to 04-06-2003,0,
27-08-2003 to 31-08-2003,0,
28-08-2003 to 01-09-2003,0,
29-08-2003 to 02-09-2003,0,
30-08-2003 to 03-09-2003,0,
31-08-2003 to 04-09-2003,0,
28-05-2004 to 01-06-2004,0,
29-05-2004 to 02-06-2004,0,
30-05-2004 to 03-06-2004,0,
31-05-2004 to 04-06-2004,0,
27-08-2004 to 31-08-2004,0,
28-08-2004 to 01-09-2004,0,
29-08-2004 to 02-09-2004,0,
30-08-2004 to 03-09-2004,0,
31-08-2004 to 04-09-2004,0,
28-05-2005 to 01-06-2005,0,
29-05-2005 to 02-06-2005,0,
30-05-2005 to 03-06-2005,0,
31-05-2005 to 04-06-2005,0,
27-08-2005 to 31-08-2005,0,
28-08-2005 to 01-09-2005,0,
29-08-2005 to 02-09-2005,1,
30-08-2005 to 03-09-2005,1,
31-08-2005 to 04-09-2005,1,
28-05-2006 to 01-06-2006,0,
29-05-2006 to 02-06-2006,0,
30-05-2006 to 03-06-2006,0,
31-05-2006 to 04-06-2006,0,
27-08-2006 to 31-08-2006,0,
28-08-2006 to 01-09-2006,0,
29-08-2006 to 02-09-2006,0,
30-08-2006 to 03-09-2006,0,
31-08-2006 to 04-09-2006,0,
28-05-2007 to 01-06-2007,0,
29-05-2007 to 02-06-2007,0,
30-05-2007 to 03-06-2007,0,
31-05-2007 to 04-06-2007,1,
27-08-2007 to 31-08-2007,0,
28-08-2007 to 01-09-2007,0,
29-08-2007 to 02-09-2007,0,
30-08-2007 to 03-09-2007,0,
31-08-2007 to 04-09-2007,0,
28-05-2008 to 01-06-2008,1,
29-05-2008 to 02-06-2008,1,
30-05-2008 to 03-06-2008,1,
31-05-2008 to 04-06-2008,1,
27-08-2008 to 31-08-2008,0,
28-08-2008 to 01-09-2008,0,
29-08-2008 to 02-09-2008,0,
30-08-2008 to 03-09-2008,0,
31-08-2008 to 04-09-2008,0,
28-05-2009 to 01-06-2009,1,
29-05-2009 to 02-06-2009,0,
30-05-2009 to 03-06-2009,0,
31-05-2009 to 04-06-2009,0,
27-08-2009 to 31-08-2009,0,
28-08-2009 to 01-09-2009,0,
29-08-2009 to 02-09-2009,0,
30-08-2009 to 03-09-2009,0,
31-08-2009 to 04-09-2009,0,
28-05-2010 to 01-06-2010,0,
29-05-2010 to 02-06-2010,0,
30-05-2010 to 03-06-2010,0,
31-05-2010 to 04-06-2010,0,
27-08-2010 to 31-08-2010,0,
28-08-2010 to 01-09-2010,0,
29-08-2010 to 02-09-2010,0,
30-08-2010 to 03-09-2010,0,
31-08-2010 to 04-09-2010,0,
28-05-2011 to 01-06-2011,0,
29-05-2011 to 02-06-2011,0,
30-05-2011 to 03-06-2011,0,
31-05-2011 to 04-06-2011,0,
27-08-2011 to 31-08-2011,0,
28-08-2011 to 01-09-2011,0,
29-08-2011 to 02-09-2011,0,
30-08-2011 to 03-09-2011,0,
31-08-2011 to 04-09-2011,0,
28-05-2012 to 01-06-2012,0,
29-05-2012 to 02-06-2012,0,
30-05-2012 to 03-06-2012,0,
31-05-2012 to 04-06-2012,0,
27-08-2012 to 31-08-2012,0,
28-08-2012 to 01-09-2012,0,
29-08-2012 to 02-09-2012,0,
30-08-2012 to 03-09-2012,0,
31-08-2012 to 04-09-2012,0,
28-05-2013 to 01-06-2013,1,
29-05-2013 to 02-06-2013,1,
30-05-2013 to 03-06-2013,1,
31-05-2013 to 04-06-2013,1,
27-08-2013 to 31-08-2013,0,
28-08-2013 to 01-09-2013,0,
29-08-2013 to 02-09-2013,0,
30-08-2013 to 03-09-2013,0,
31-08-2013 to 04-09-2013,0,
28-05-2014 to 01-06-2014,0,
29-05-2014 to 02-06-2014,0,
30-05-2014 to 03-06-2014,0,
31-05-2014 to 04-06-2014,0,
27-08-2014 to 31-08-2014,0,
28-08-2014 to 01-09-2014,0,
29-08-2014 to 02-09-2014,0,
30-08-2014 to 03-09-2014,0,
31-08-2014 to 04-09-2014,0,
28-05-2015 to 01-06-2015,0,
29-05-2015 to 02-06-2015,0,
30-05-2015 to 03-06-2015,0,
31-05-2015 to 04-06-2015,0,
27-08-2015 to 31-08-2015,0,
28-08-2015 to 01-09-2015,1,
29-08-2015 to 02-09-2015,0,
30-08-2015 to 03-09-2015,0,
31-08-2015 to 04-09-2015,0,
28-05-2016 to 01-06-2016,1,
29-05-2016 to 02-06-2016,1,
30-05-2016 to 03-06-2016,0,
31-05-2016 to 04-06-2016,0,
27-08-2016 to 31-08-2016,0,
28-08-2016 to 01-09-2016,0,
29-08-2016 to 02-09-2016,0,
30-08-2016 to 03-09-2016,0,
31-08-2016 to 04-09-2016,0,
28-05-2017 to 01-06-2017,0,
29-05-2017 to 02-06-2017,0,
30-05-2017 to 03-06-2017,0,
31-05-2017 to 04-06-2017,0,
27-08-2017 to 31-08-2017,0,
28-08-2017 to 01-09-2017,0,
29-08-2017 to 02-09-2017,0,
30-08-2017 to 03-09-2017,0,
31-08-2017 to 04-09-2017,0,
28-05-2018 to 01-06-2018,1,
29-05-2018 to 02-06-2018,0,
30-05-2018 to 03-06-2018,0,
31-05-2018 to 04-06-2018,0,
27-08-2018 to 31-08-2018,0,
28-08-2018 to 01-09-2018,0,
29-08-2018 to 02-09-2018,0,
30-08-2018 to 03-09-2018,0,
31-08-2018 to 04-09-2018,0,
28-05-2019 to 01-06-2019,0,
29-05-2019 to 02-06-2019,0,
30-05-2019 to 03-06-2019,0,
31-05-2019 to 04-06-2019,0,
27-08-2019 to 31-08-2019,1,
28-08-2019 to 01-09-2019,0,
29-08-2019 to 02-09-2019,0,
30-08-2019 to 03-09-2019,0,
31-08-2019 to 04-09-2019,0,
